names,membership_1,membership_2,membership_3,membership_4,membership_5,membership_6
IND.20.6.5_1,7,18,46,32,23,24
IND.20.6.6_1,13,18,48,32,23,27
IND.20.6.7_1,13,18,48,32,23,27
IND.20.6.8_1,13,18,50,32,23,27
IND.20.7.1_1,13,21,50,36,24,29
IND.20.7.2_1,13,21,56,36,24,29
IND.20.7.3_1,13,21,50,36,24,29
IND.20.7.4_1,13,21,50,36,24,29
IND.20.7.5_1,13,21,50,36,24,29
IND.20.7.6_1,13,21,50,36,24,29
IND.20.7.7_1,13,21,56,36,24,29
IND.20.7.8_1,13,21,50,36,24,29
IND.20.8.1_1,13,21,31,36,24,29
IND.20.8.10_1,13,21,31,36,24,29
IND.20.8.2_1,13,21,32,36,24,29
IND.20.8.3_1,13,21,31,36,24,29
IND.20.8.4_1,13,21,31,36,24,29
IND.20.8.5_1,13,21,31,36,24,29
IND.20.8.6_1,13,21,31,36,24,29
IND.20.8.7_1,13,21,32,36,24,29
IND.20.8.8_1,13,21,31,36,24,29
IND.20.8.9_1,13,21,31,36,24,29
IND.20.9.1_1,13,21,50,14,24,29
IND.20.9.2_1,13,21,50,14,24,29
IND.20.9.3_1,13,21,50,14,24,29
IND.20.9.4_1,13,21,50,14,24,29
IND.21.1.1_1,3,2,3,1,1,1
IND.21.1.2_1,3,2,3,1,1,1
IND.21.2.1_1,3,2,3,1,1,1
IND.21.2.2_1,3,2,3,1,1,1
IND.21.2.3_1,3,2,3,1,1,1
IND.21.3.1_1,3,2,3,1,1,1
IND.21.3.2_1,3,2,,,1,
IND.21.3.3_1,,,,,,
IND.21.3.4_1,,,,,,
IND.21.3.5_1,3,2,3,1,1,1
IND.21.4.1_1,3,2,3,1,1,1
IND.21.4.2_1,14,9,5,15,3,13
IND.21.5.1_1,3,2,3,1,1,1
IND.21.5.2_1,3,2,3,1,1,1
IND.21.6.1_1,3,2,3,1,1,1
IND.21.6.2_1,3,2,3,1,1,1
IND.21.6.3_1,3,2,3,1,1,1
IND.21.7.1_1,3,,,,,
IND.21.7.2_1,3,2,,,,
IND.21.7.3_1,3,2,,1,1,1
IND.21.7.4_1,,,,,,
IND.21.8.1_1,3,2,3,1,1,1
IND.21.8.2_1,3,2,3,1,1,1
IND.21.9.1_1,,2,,,,
IND.21.9.2_1,,,,,,
IND.21.9.3_1,,,,,,
IND.21.9.4_1,3,,,,,1
IND.21.9.5_1,3,2,3,1,1,1
IND.22.1.1_1,14,9,5,15,3,13
IND.22.10.1_1,14,9,5,15,3,13
IND.22.2.1_1,14,9,5,15,3,13
IND.22.3.1_1,14,9,5,15,3,13
IND.22.4.1_1,14,9,5,15,3,13
IND.22.5.1_1,14,9,5,15,3,13
IND.22.6.1_1,14,9,,,3,
IND.22.7.1_1,14,9,26,15,3,13
IND.22.8.1_1,14,9,,,3,13
IND.22.9.1_1,14,9,26,15,3,13
IND.22.9.2_1,14,9,5,15,3,13
IND.23.1.1_1,14,9,4,15,3,14
IND.23.2.1_1,14,9,,,3,
IND.23.3.1_1,14,9,5,15,3,13
IND.23.4.1_1,,1,1,2,2,3
IND.23.4.2_1,1,1,1,2,2,3
IND.23.5.1_1,14,9,4,15,3,2
IND.23.5.2_1,14,9,4,15,3,2
IND.23.6.1_1,14,9,4,15,3,14
IND.23.7.1_1,1,1,1,2,2,3
IND.23.8.1_1,14,9,,15,3,
IND.24.1.1_1,14,9,5,15,3,13
IND.24.10.1_1,14,9,5,15,3,13
IND.24.11.1_1,14,9,5,15,3,13
IND.24.2.1_1,,9,,,,
IND.24.3.1_1,14,9,5,15,3,13
IND.24.4.1_1,,9,5,15,3,13
IND.24.5.1_1,14,9,5,15,3,13
IND.24.6.1_1,14,9,5,15,3,13
IND.24.7.1_1,14,9,,15,3,13
IND.24.8.1_1,14,9,5,15,3,13
IND.24.9.1_1,,,,19,,
IND.25.1.1_1,19,7,7,4,5,4
IND.26.1.1_1,11,12,28,19,13,15
IND.26.1.2_1,11,12,34,19,13,26
IND.26.1.3_1,11,12,28,19,13,15
IND.26.1.4_1,11,12,28,19,13,15
IND.26.10.1_1,6,17,34,21,16,26
IND.26.11.1_1,11,12,28,21,13,26
IND.26.11.2_1,11,12,28,21,13,26
IND.26.11.3_1,11,12,28,21,13,26
IND.26.12.1_1,11,12,28,19,13,15
IND.26.13.1_1,11,12,28,19,13,15
IND.26.14.1_1,11,12,31,20,14,28
IND.26.15.1_1,11,12,34,20,14,26
IND.26.15.2_1,11,12,34,20,14,26
IND.26.16.1_1,11,12,60,21,13,26
IND.26.16.2_1,11,12,60,21,13,26
IND.26.17.1_1,11,12,28,19,13,15
IND.26.18.1_1,11,12,28,19,13,15
IND.26.18.2_1,11,12,29,20,14,28
IND.26.18.3_1,11,12,29,20,14,28
IND.26.19.1_1,11,12,28,19,13,15
IND.26.19.2_1,11,12,28,19,13,15
IND.26.2.1_1,11,12,34,20,14,26
IND.26.2.2_1,11,12,34,20,14,26
IND.26.2.3_1,11,12,34,20,14,26
IND.26.20.1_1,6,17,33,21,16,26
IND.26.20.2_1,6,17,33,21,16,26
IND.26.21.1_1,6,17,33,21,16,26
IND.26.22.1_1,11,12,27,19,13,15
IND.26.22.2_1,11,12,29,20,14,28
IND.26.22.3_1,11,12,,19,13,15
IND.26.22.4_1,11,12,27,19,13,15
IND.26.23.1_1,6,17,33,21,16,26
IND.26.24.1_1,11,12,28,19,13,15
IND.26.25.1_1,11,12,31,20,14,28
IND.26.26.1_1,11,12,28,21,13,26
IND.26.26.2_1,11,12,28,19,13,15
IND.26.27.1_1,6,17,34,21,16,26
IND.26.27.2_1,6,17,34,21,16,26
IND.26.28.1_1,11,12,31,20,14,28
IND.26.28.2_1,11,12,,20,14,28
IND.26.28.3_1,11,12,31,20,14,28
IND.26.29.1_1,11,12,34,20,14,26
IND.26.3.1_1,11,12,27,19,13,15
IND.26.3.2_1,11,12,27,19,13,15
IND.26.30.1_1,11,12,29,20,14,28
IND.26.30.2_1,11,12,31,20,14,28
IND.26.30.3_1,11,12,31,20,14,28
IND.26.4.1_1,11,12,31,20,14,28
IND.26.4.2_1,11,12,31,20,14,28
IND.26.5.1_1,11,12,34,20,14,26
IND.26.6.1_1,11,12,28,19,13,15
IND.26.7.1_1,11,12,28,19,13,15
IND.26.7.2_1,11,12,28,19,13,15
IND.26.7.3_1,11,12,28,19,13,15
IND.26.8.1_1,11,12,,,14,
IND.26.9.1_1,11,12,28,19,13,15
IND.26.9.2_1,11,12,28,19,13,15
IND.26.9.3_1,11,12,28,19,13,15
IND.27.1.1_1,8,14,40,27,18,19
IND.27.2.1_1,21,13,38,25,17,18
IND.27.3.1_1,8,14,40,27,18,19
IND.27.4.1_1,6,17,34,21,16,26
IND.28.1.1_1,16,3,12,7,7,6
IND.28.1.2_1,16,3,12,7,7,6
IND.28.10.1_1,16,3,12,7,7,6
IND.28.10.2_1,16,3,12,7,7,6
IND.28.10.3_1,16,3,12,7,7,6
IND.28.11.1_1,16,3,12,7,7,6
IND.28.11.2_1,16,3,12,7,7,6
IND.28.11.3_1,16,3,12,7,7,6
IND.28.12.1_1,16,3,10,7,7,6
IND.28.12.2_1,16,3,10,7,7,6
IND.28.12.3_1,16,3,10,7,7,6
IND.28.12.4_1,16,3,10,7,7,6
IND.28.13.1_1,16,3,11,7,7,6
IND.28.14.1_1,16,3,11,7,7,6
IND.28.15.1_1,16,3,11,7,7,6
IND.28.16.1_1,16,3,12,7,7,6
IND.28.17.1_1,16,7,10,7,5,6
IND.28.17.2_1,16,3,10,7,7,6
IND.28.17.3_1,16,3,10,7,7,6
IND.28.17.4_1,16,3,10,7,7,6
IND.28.17.5_1,16,3,10,7,7,6
IND.28.18.1_1,16,3,12,8,7,6
IND.28.18.2_1,16,3,10,7,7,6
IND.28.19.1_1,16,3,10,7,7,6
IND.28.19.2_1,16,3,10,7,7,6
IND.28.2.1_1,16,3,11,7,7,6
IND.28.20.1_1,16,3,10,7,7,6
IND.28.20.2_1,16,3,10,7,7,6
IND.28.20.3_1,16,3,10,7,7,6
IND.28.21.1_1,16,3,10,7,7,6
IND.28.21.2_1,16,3,12,7,7,6
IND.28.22.1_1,16,3,12,7,7,6
IND.28.22.2_1,16,3,12,7,7,6
IND.28.3.1_1,16,3,11,7,7,6
IND.28.3.2_1,16,3,11,7,7,6
IND.28.3.3_1,16,3,11,7,7,6
IND.28.4.1_1,16,3,11,7,7,6
IND.28.5.1_1,16,3,10,7,7,6
IND.28.6.1_1,16,3,11,7,7,6
IND.28.6.2_1,16,3,11,7,7,6
IND.28.7.1_1,16,3,11,7,7,6
IND.28.7.2_1,16,3,11,7,7,6
IND.28.8.1_1,16,3,12,7,7,6
IND.28.8.2_1,16,3,12,7,7,6
IND.28.9.1_1,16,3,12,7,7,6
IND.28.9.2_1,16,3,12,7,7,6
IND.28.9.3_1,16,3,12,7,7,6
IND.29.1.1_1,9,6,18,11,10,10
IND.29.1.2_1,9,6,18,11,10,10
IND.29.1.3_1,9,6,18,13,10,30
IND.29.1.4_1,9,6,18,11,10,10
IND.29.1.5_1,9,6,18,11,10,10
IND.29.1.6_1,9,6,18,13,10,10
IND.29.1.7_1,9,6,18,11,10,10
IND.29.1.8_1,9,6,18,13,10,30
IND.29.10.1_1,9,6,19,13,10,10
IND.29.10.2_1,9,6,19,13,10,10
IND.29.10.3_1,9,6,19,13,10,10
IND.29.10.4_1,9,6,19,13,10,10
IND.29.10.5_1,9,6,19,13,10,10
IND.29.10.6_1,13,6,19,13,10,10
IND.29.10.7_1,9,6,19,13,10,10
IND.29.10.8_1,9,6,19,13,10,10
IND.29.10.9_1,9,6,19,13,10,10
IND.29.11.1_1,9,6,20,11,10,10
IND.29.11.2_1,16,6,20,11,10,9
IND.29.11.3_1,9,6,7,11,10,6
IND.29.11.4_1,9,6,20,11,10,10
IND.29.11.5_1,9,6,20,11,10,10
IND.29.11.6_1,9,6,20,11,10,10
IND.29.11.7_1,9,6,7,11,10,10
IND.29.12.1_1,9,6,20,11,10,10
IND.29.12.2_1,9,6,20,11,10,10
IND.29.12.3_1,9,6,20,11,10,10
IND.29.12.4_1,9,6,20,11,10,30
IND.29.12.5_1,9,6,20,11,10,10
IND.29.13.1_1,13,7,24,12,26,12
IND.29.13.2_1,13,7,24,12,26,12
IND.29.13.3_1,13,7,24,12,26,12
IND.29.14.1_1,9,6,19,13,10,10
IND.29.14.2_1,9,6,19,13,10,10
IND.29.14.3_1,9,6,19,13,10,10
IND.29.14.4_1,9,6,19,13,10,10
IND.29.15.1_1,16,3,11,7,7,6
IND.29.15.2_1,16,3,11,7,7,6
IND.29.15.3_1,16,3,11,7,7,6
IND.29.15.4_1,16,3,11,7,7,6
IND.29.15.5_1,16,3,11,7,7,6
IND.29.15.6_1,16,3,11,7,7,6
IND.29.15.7_1,16,3,11,7,7,6
IND.29.15.8_1,16,3,11,7,7,6
IND.29.15.9_1,16,3,11,7,7,6
IND.29.16.1_1,16,3,11,7,7,6
IND.29.16.2_1,16,3,11,7,7,6
IND.29.16.3_1,16,3,11,7,7,6
IND.29.16.4_1,16,3,11,7,7,6
IND.29.16.5_1,16,3,11,7,7,6
IND.29.16.6_1,16,3,11,7,7,6
IND.29.16.7_1,16,3,11,7,7,6
IND.29.17.1_1,9,6,20,11,10,10
IND.29.17.10_1,9,6,20,11,10,10
IND.29.17.11_1,9,6,20,11,10,10
IND.29.17.12_1,9,6,20,11,10,10
IND.29.17.13_1,9,6,7,11,10,10
IND.29.17.2_1,9,6,20,11,10,10
IND.29.17.3_1,9,6,20,11,10,10
IND.29.17.4_1,9,6,20,11,10,10
IND.29.17.5_1,9,6,20,11,10,10
IND.29.17.6_1,9,6,20,11,10,10
IND.29.17.7_1,9,6,20,11,10,10
IND.29.17.8_1,9,6,7,4,10,4
IND.29.17.9_1,9,6,20,11,10,10
IND.29.18.1_1,9,6,,11,10,9
IND.29.18.2_1,9,6,18,11,10,9
IND.29.19.1_1,9,5,18,11,10,9
IND.29.19.2_1,9,5,18,11,10,9
IND.29.19.3_1,9,5,18,11,10,9
IND.29.19.4_1,9,5,18,11,10,9
IND.29.19.5_1,9,6,18,11,10,9
IND.29.2.1_1,9,6,7,4,10,4
IND.29.2.10_1,19,7,7,4,5,4
IND.29.2.2_1,9,6,7,4,5,4
IND.29.2.3_1,9,6,7,4,10,4
IND.29.2.4_1,9,6,7,4,5,4
IND.29.2.5_1,9,6,7,4,10,30
IND.29.2.6_1,9,6,7,4,5,4
IND.29.2.7_1,9,6,20,4,10,10
IND.29.2.8_1,9,6,7,4,10,4
IND.29.2.9_1,9,6,7,4,10,4
IND.29.20.1_1,13,6,19,13,10,30
IND.29.20.2_1,13,21,50,13,24,30
IND.29.20.3_1,13,6,19,13,10,30
IND.29.20.4_1,13,6,19,13,10,30
IND.29.20.5_1,13,6,19,13,10,30
IND.29.20.6_1,13,6,19,13,10,30
IND.29.21.1_1,9,6,7,11,10,10
IND.29.21.2_1,9,6,7,11,10,10
IND.29.21.3_1,9,6,7,11,10,4
IND.29.21.4_1,9,6,20,11,10,10
IND.29.21.5_1,9,6,7,11,10,10
IND.29.22.1_1,9,6,18,11,10,9
IND.29.22.2_1,9,6,18,11,10,9
IND.29.22.3_1,9,6,18,11,10,9
IND.29.22.4_1,9,6,18,11,10,9
IND.29.22.5_1,9,6,18,11,10,9
IND.29.22.6_1,9,6,18,11,10,9
IND.29.23.1_1,13,6,20,11,10,30
IND.29.23.2_1,13,6,20,11,10,30
IND.29.23.3_1,13,6,20,11,10,30
IND.29.23.4_1,13,6,20,11,10,30
IND.29.23.5_1,9,6,20,11,10,30
IND.29.24.1_1,13,6,51,13,10,30
IND.29.24.2_1,13,6,51,13,10,30
IND.29.24.3_1,13,6,51,13,10,30
IND.29.24.4_1,13,6,19,13,10,30
IND.29.24.5_1,13,6,51,13,10,30
IND.29.25.1_1,9,6,20,11,10,9
IND.29.25.2_1,9,6,18,11,10,10
IND.29.25.3_1,9,6,18,11,10,9
IND.29.25.4_1,9,6,20,11,10,10
IND.29.25.5_1,9,6,18,11,10,9
IND.29.25.6_1,9,6,18,11,10,9
IND.29.25.7_1,9,6,20,11,10,10
IND.29.25.8_1,9,6,20,11,10,10
IND.29.26.1_1,9,5,18,11,10,9
IND.29.26.2_1,9,5,18,11,10,9
IND.29.26.3_1,9,6,18,11,10,10
IND.29.26.4_1,9,6,18,11,10,9
IND.29.26.5_1,9,6,18,11,10,9
IND.29.26.6_1,9,6,18,11,10,10
IND.29.26.7_1,9,6,18,11,10,9
IND.29.27.1_1,9,21,19,13,10,30
IND.29.27.2_1,,,,,,
IND.29.27.3_1,,,,,,10
IND.29.27.4_1,9,21,19,13,10,10
IND.29.27.5_1,9,6,17,13,10,10
IND.29.27.6_1,9,21,,13,10,10
IND.29.27.7_1,9,21,19,13,10,10
IND.29.27.8_1,9,21,19,13,10,30
IND.29.28.1_1,9,6,19,13,10,10
IND.29.28.2_1,9,6,18,13,10,10
IND.29.28.3_1,9,6,18,13,10,10
IND.29.28.4_1,9,6,19,13,10,10
IND.29.28.5_1,9,6,19,13,10,10
IND.29.28.6_1,9,6,19,13,10,10
IND.29.28.7_1,9,6,19,13,10,10
IND.29.29.1_1,13,6,20,11,10,30
IND.29.29.2_1,13,6,51,13,10,30
IND.29.29.3_1,13,6,20,11,10,30
IND.29.29.4_1,13,6,51,13,10,30
IND.29.29.5_1,13,6,51,13,10,30
IND.29.3.1_1,9,6,17,13,10,10
IND.29.3.2_1,9,6,17,13,10,10
IND.29.3.3_1,9,6,17,13,10,10
IND.29.3.4_1,9,6,17,13,10,10
IND.29.3.5_1,9,6,17,13,25,10
IND.29.30.1_1,9,6,20,11,10,10
IND.29.30.2_1,9,6,20,11,10,10
IND.29.30.3_1,9,6,20,11,10,10
IND.29.30.4_1,9,6,20,11,10,10
IND.29.30.5_1,9,6,20,11,10,10
IND.29.31.1_1,23,5,18,10,8,9
IND.29.31.2_1,23,5,18,10,8,9
IND.29.31.3_1,23,5,18,10,8,9
IND.29.31.4_1,9,5,18,11,10,9
IND.29.31.5_1,9,5,18,11,10,9
IND.29.32.1_1,9,6,51,13,10,30
IND.29.32.2_1,9,6,51,11,10,10
IND.29.32.3_1,9,6,20,11,10,10
IND.29.32.4_1,9,6,51,11,10,10
IND.29.32.5_1,9,6,20,11,10,10
IND.29.32.6_1,9,6,51,11,10,30
IND.29.33.1_1,9,6,19,13,10,10
IND.29.33.2_1,9,6,19,13,10,10
IND.29.33.3_1,9,6,,13,10,9
IND.29.33.4_1,9,21,19,13,10,10
IND.29.33.5_1,9,6,,13,10,10
IND.29.33.6_1,9,6,19,13,10,10
IND.29.33.7_1,9,6,19,13,10,10
IND.29.33.8_1,9,6,19,13,10,10
IND.29.33.9_1,9,6,19,13,10,10
IND.29.4.1_1,13,6,19,13,10,30
IND.29.4.2_1,13,6,19,13,10,30
IND.29.4.3_1,13,6,19,13,10,30
IND.29.4.4_1,13,6,19,13,10,30
IND.29.4.5_1,13,6,19,13,10,30
IND.29.4.6_1,13,6,19,13,10,30
IND.29.4.7_1,13,6,19,13,10,30
IND.29.5.1_1,9,6,18,11,10,9
IND.29.5.2_1,9,6,18,11,10,9
IND.29.5.3_1,9,6,18,11,10,9
IND.29.5.4_1,9,6,18,11,10,9
IND.29.5.5_1,9,6,18,11,10,9
IND.29.5.6_1,9,6,18,11,10,9
IND.29.6.1_1,13,6,20,11,10,30
IND.29.6.2_1,13,6,24,11,10,30
IND.29.6.3_1,13,6,24,11,10,30
IND.29.6.4_1,13,6,7,4,10,30
IND.29.6.5_1,13,6,24,11,10,30
IND.29.6.6_1,13,6,24,11,10,30
IND.29.6.7_1,9,6,7,4,10,30
IND.29.6.8_1,13,6,20,11,10,30
IND.29.6.9_1,13,6,20,11,10,30
IND.29.7.1_1,9,6,18,13,10,10
IND.29.7.10_1,9,6,18,13,10,10
IND.29.7.11_1,9,6,18,13,10,10
IND.29.7.2_1,9,6,18,13,10,10
IND.29.7.3_1,9,6,18,13,10,10
IND.29.7.4_1,9,6,18,13,10,10
IND.29.7.5_1,9,6,18,11,10,10
IND.29.7.6_1,9,6,51,13,10,30
IND.29.7.7_1,9,6,18,13,10,10
IND.29.7.8_1,9,6,18,13,10,10
IND.29.7.9_1,9,6,18,13,10,10
IND.29.8.1_1,16,6,20,11,10,9
IND.29.8.2_1,16,6,20,11,10,9
IND.29.8.3_1,16,6,11,11,10,9
IND.29.8.4_1,16,6,20,11,10,9
IND.29.9.1_1,13,6,51,13,10,30
IND.29.9.2_1,13,6,51,13,10,30
IND.29.9.3_1,13,6,51,13,10,30
IND.29.9.4_1,13,6,51,13,10,30
IND.3.1.1_1,,9,,,,
IND.3.10.1_1,14,9,,15,3,13
IND.3.11.1_1,14,9,57,15,3,13
IND.3.12.1_1,14,9,5,15,3,13
IND.3.13.1_1,14,,,,,
IND.3.14.1_1,14,9,5,15,3,13
IND.3.15.1_1,,9,,,3,13
IND.3.16.1_1,27,9,,15,3,
IND.3.17.1_1,14,9,5,15,3,13
IND.3.18.1_1,14,9,5,15,3,13
IND.3.2.1_1,14,9,5,15,3,13
IND.3.3.1_1,,,,,,
IND.3.4.1_1,14,9,,15,3,13
IND.3.5.1_1,14,9,5,15,3,13
IND.3.6.1_1,27,9,,,,
IND.3.7.1_1,14,9,57,15,3,13
IND.3.8.1_1,14,9,,,3,13
IND.3.9.1_1,14,9,2,15,3,13
IND.30.1.1_1,14,9,26,15,3,13
IND.30.2.1_1,14,9,26,15,3,13
IND.30.3.1_1,14,9,26,15,3,13
IND.30.4.1_1,14,9,26,15,3,13
IND.31.1.1_1,8,14,40,27,18,19
IND.31.1.2_1,8,14,40,27,18,19
IND.31.10.1_1,8,14,39,26,18,19
IND.31.10.2_1,8,14,40,27,18,19
IND.31.11.1_1,5,16,42,28,20,20
IND.31.11.2_1,5,16,42,28,20,20
IND.31.11.3_1,5,16,41,28,20,19
IND.31.11.4_1,5,16,41,28,20,19
IND.31.12.1_1,8,14,37,23,18,17
IND.31.12.2_1,8,14,37,23,18,17
IND.31.12.3_1,8,14,37,23,18,17
IND.31.12.4_1,8,14,37,23,18,17
IND.31.12.5_1,8,14,37,23,18,17
IND.31.12.6_1,8,14,37,23,18,17
IND.31.13.1_1,8,14,40,27,18,19
IND.31.13.2_1,8,14,40,27,18,19
IND.31.13.3_1,8,14,40,27,18,19
IND.31.13.4_1,8,14,40,27,18,19
IND.31.13.5_1,8,14,40,27,18,19
IND.31.14.1_1,8,14,39,26,18,19
IND.31.14.2_1,8,14,39,26,18,19
IND.31.14.3_1,8,14,39,26,18,19
IND.31.15.1_1,8,14,40,27,18,19
IND.31.16.1_1,8,14,40,27,18,19
IND.31.16.2_1,8,14,40,27,18,19
IND.31.16.3_1,8,14,40,27,18,19
IND.31.16.4_1,,14,,,18,
IND.31.16.5_1,8,14,40,27,18,19
IND.31.16.6_1,8,14,40,23,18,17
IND.31.17.1_1,8,14,37,23,18,17
IND.31.17.2_1,8,14,37,23,18,17
IND.31.17.3_1,8,14,37,23,18,17
IND.31.17.4_1,8,14,37,23,18,17
IND.31.17.5_1,8,14,37,23,18,17
IND.31.17.6_1,8,14,40,23,18,17
IND.31.18.1_1,8,14,39,26,18,19
IND.31.18.2_1,8,14,39,26,18,19
IND.31.18.3_1,8,14,39,26,18,19
IND.31.18.4_1,8,14,39,26,18,19
IND.31.18.5_1,8,14,39,26,18,19
IND.31.19.1_1,8,14,40,23,18,17
IND.31.19.2_1,8,14,37,23,18,17
IND.31.19.3_1,8,14,40,23,18,17
IND.31.19.4_1,8,14,37,23,18,17
IND.31.19.5_1,8,14,37,23,18,17
IND.31.19.6_1,8,14,40,23,18,17
IND.31.2.1_1,20,15,35,22,19,16
IND.31.2.2_1,20,15,35,22,19,16
IND.31.2.3_1,20,15,35,22,19,16
IND.31.2.4_1,20,15,35,22,19,16
IND.31.2.5_1,20,15,35,22,19,16
IND.31.20.1_1,8,14,40,27,18,19
IND.31.20.2_1,8,14,40,27,18,19
IND.31.20.3_1,8,14,40,27,18,19
IND.31.20.4_1,8,14,40,27,18,19
IND.31.20.5_1,8,14,40,27,18,19
IND.31.20.6_1,8,14,40,27,18,19
IND.31.20.7_1,8,14,40,27,18,19
IND.31.21.1_1,8,14,43,26,18,19
IND.31.21.2_1,8,14,43,25,18,18
IND.31.21.3_1,8,14,43,26,18,19
IND.31.21.4_1,8,14,43,26,18,19
IND.31.22.1_1,21,13,36,23,18,18
IND.31.22.2_1,21,13,36,23,18,18
IND.31.23.1_1,20,15,35,22,19,16
IND.31.23.10_1,20,15,35,22,19,16
IND.31.23.11_1,20,15,41,29,19,16
IND.31.23.12_1,20,15,35,22,19,16
IND.31.23.13_1,20,15,35,22,19,16
IND.31.23.2_1,,15,35,,,
IND.31.23.3_1,20,15,35,22,19,16
IND.31.23.4_1,,,,,,
IND.31.23.5_1,,,,,,
IND.31.23.6_1,,,,,,
IND.31.23.7_1,,,,,,
IND.31.23.8_1,8,17,41,29,21,19
IND.31.23.9_1,20,15,35,22,19,16
IND.31.24.1_1,8,14,40,27,18,19
IND.31.24.2_1,8,14,40,27,18,19
IND.31.24.3_1,8,14,40,27,18,19
IND.31.25.1_1,8,14,37,23,18,17
IND.31.25.2_1,8,14,37,23,18,17
IND.31.25.3_1,21,13,36,24,17,18
IND.31.25.4_1,8,14,37,23,18,17
IND.31.25.5_1,8,14,37,23,18,17
IND.31.25.6_1,8,14,37,23,18,17
IND.31.25.7_1,8,14,37,23,18,17
IND.31.26.1_1,8,14,40,27,18,19
IND.31.26.2_1,8,14,40,27,18,19
IND.31.26.3_1,8,14,40,27,18,19
IND.31.26.4_1,8,14,40,27,18,19
IND.31.26.5_1,8,14,40,27,18,19
IND.31.27.1_1,8,14,37,23,18,17
IND.31.27.2_1,21,13,36,24,17,18
IND.31.27.3_1,8,14,37,23,18,17
IND.31.27.4_1,21,13,36,24,17,18
IND.31.27.5_1,8,14,37,23,18,17
IND.31.27.6_1,8,14,37,23,18,17
IND.31.27.7_1,8,14,37,23,18,17
IND.31.27.8_1,8,14,37,23,18,17
IND.31.27.9_1,8,14,37,23,18,17
IND.31.28.1_1,8,14,39,26,18,19
IND.31.28.2_1,8,14,39,26,18,19
IND.31.28.3_1,8,14,39,26,18,19
IND.31.28.4_1,8,14,39,26,18,19
IND.31.29.1_1,8,17,41,29,21,19
IND.31.29.2_1,8,14,40,29,18,19
IND.31.29.3_1,8,14,41,29,21,19
IND.31.29.4_1,8,14,40,29,18,19
IND.31.29.5_1,20,15,41,22,19,16
IND.31.29.6_1,8,15,41,29,19,19
IND.31.3.1_1,8,14,39,26,18,19
IND.31.3.2_1,8,14,39,26,18,19
IND.31.3.3_1,8,14,39,26,18,19
IND.31.30.1_1,20,15,41,29,19,16
IND.31.30.2_1,8,17,41,29,21,19
IND.31.30.3_1,8,17,41,29,21,19
IND.31.30.4_1,8,17,41,29,21,19
IND.31.30.5_1,8,17,41,29,21,19
IND.31.30.6_1,8,17,41,29,21,19
IND.31.30.7_1,8,17,41,29,21,19
IND.31.31.1_1,8,14,40,29,18,19
IND.31.31.2_1,8,14,39,26,18,19
IND.31.31.3_1,8,14,40,27,18,19
IND.31.31.4_1,8,14,40,27,18,19
IND.31.31.5_1,8,14,40,27,18,19
IND.31.32.1_1,8,14,37,23,18,17
IND.31.32.2_1,8,14,37,23,18,17
IND.31.32.3_1,8,14,37,23,18,17
IND.31.32.4_1,8,14,37,23,18,17
IND.31.32.5_1,8,14,37,23,18,17
IND.31.32.6_1,8,14,37,23,18,17
IND.31.4.1_1,8,14,40,27,18,19
IND.31.4.2_1,8,14,40,27,18,19
IND.31.4.3_1,8,14,40,27,18,19
IND.31.4.4_1,8,14,40,27,18,19
IND.31.5.1_1,8,14,41,28,18,19
IND.31.5.2_1,8,14,41,28,18,19
IND.31.5.3_1,8,14,41,28,18,19
IND.31.5.4_1,8,14,41,28,18,19
IND.31.6.1_1,8,14,39,23,18,17
IND.31.6.2_1,8,14,39,23,18,17
IND.31.6.3_1,8,14,39,23,18,17
IND.31.6.4_1,8,14,39,23,18,17
IND.31.6.5_1,8,14,39,26,18,19
IND.31.6.6_1,8,14,39,23,18,17
IND.31.7.1_1,8,14,39,26,18,19
IND.31.7.2_1,8,14,39,26,18,19
IND.31.7.3_1,8,14,39,26,18,19
IND.31.7.4_1,8,14,39,26,18,19
IND.31.7.5_1,8,14,39,26,18,19
IND.31.8.1_1,20,15,35,22,19,16
IND.31.8.2_1,20,15,35,22,19,16
IND.31.8.3_1,20,15,41,22,19,16
IND.31.8.4_1,20,15,35,22,19,16
IND.31.8.5_1,20,15,35,22,19,16
IND.31.8.6_1,20,15,41,22,19,16
IND.31.9.1_1,21,13,36,24,17,18
IND.31.9.2_1,21,13,36,24,17,18
IND.31.9.3_1,21,13,36,24,17,18
IND.31.9.4_1,21,13,36,24,17,18
IND.32.1.1_1,18,20,33,35,15,27
IND.32.1.10_1,18,20,33,35,15,27
IND.32.1.2_1,18,20,33,35,15,26
IND.32.1.3_1,18,20,33,35,15,27
IND.32.1.4_1,18,20,33,35,15,26
IND.32.1.5_1,18,20,33,35,15,27
IND.32.1.6_1,18,20,33,35,15,26
IND.32.1.7_1,18,20,33,35,15,27
IND.32.1.8_1,18,20,33,35,15,27
IND.32.1.9_1,18,20,33,35,15,26
IND.32.10.1_1,18,20,33,35,15,26
IND.32.10.2_1,18,20,33,35,15,25
IND.32.10.3_1,18,20,33,35,15,26
IND.32.10.4_1,18,20,33,35,15,26
IND.32.10.5_1,18,20,33,35,15,26
IND.32.10.6_1,18,20,33,35,15,26
IND.32.2.1_1,18,20,47,34,15,25
IND.32.3.1_1,18,20,33,35,15,26
IND.32.3.2_1,18,20,33,35,15,26
IND.32.3.3_1,18,20,33,35,15,26
